,text,likes,timestamp,Language,sentiment,overall_sentiment
2028,biren part drug cartel manipur brinda former asp thounaojam brinda former asp narcotic affair border nab claim biren singh fight drug part part drug,395,08-05-2023,en,-0.3818,negative
2030,kuki refugee allie love spread fake news mislead repeat due,84,08-08-2023,et,0.2732,neutral
2031,heart wretche video tribal plead army leave manipur leave mercy cm vote,68,08-03-2023,en,0.2732,neutral
2032,question pm modi pm modi visit manipur till date pm modi day speak manipur pm modi sack cm manipur till date congress mp,113,08-08-2023,it,0.0,neutral
2033,vasavi kiro jharkhand protest delhi maam standing truth,207,08-07-2023,et,0.0772,neutral
2034,big middle finger politician suddenly wake woman sexually abuse thug day notice sexually abuse woman,1411,19-07-2023,en,-0.8555,negative
2036,மட மத நடட மககள நமபகக இழநதளளனர நடளமனறததல தரம அனல பறககம பசச,107,08-08-2023,ta,0.0,neutral
2038,mayhem numerous hate monger bogus news spread surprise meitei speak truth rational person crisis,58,08-07-2023,en,-0.6597,negative
2039,,0,08-08-2023,,0.0,neutral
2040,koie bulldozer chalte jalte,373,08-08-2023,nl,0.0,neutral
2041,watch language bjps cabinet minister qualified future pm candidate imagine time ago tmc mp indiscipline seek discussion रतछडआदलन,39,08-08-2023,en,0.0,neutral
2043,different level corrupt war strategy expose maktoob medium manipur police commando misusing mosque kwakta bunker midst crossfire local happy,211,08-08-2023,en,-0.2023,negative
2044,presence international medium ccpur 29th april,169,08-08-2023,en,0.0,neutral
2045,momech parliament lok sabha set witness fierce debate noconfidence motion bjple government lead speaker opposition bloc,273,08-08-2023,en,0.0,neutral
2046,rpe incident manipur yesterday rape yrs meitei girl class v student sagolmang imphal east biren cover incident radical spare दकन,497,08-05-2023,en,-0.6908,negative
2047,vasavi kiro jharkhand protest delhi maam standing truth,209,08-07-2023,et,0.0772,neutral
2048,expose hollowness acclaim peace builder run short lie propaganda justify pogrom minority kukizo invoke state lie call,101,08-08-2023,en,0.2263,neutral
2049,,0,08-08-2023,,0.0,neutral
2050,cm biren singh fight drug part drug cartel protect patron brinda decorate officer manipur police pipedvideowatchvxlpup t,739,08-04-2023,en,0.0,neutral
2052,amid continuous instance womenfolk check document central security force,527,08-05-2023,en,0.34,neutral
2053,,1,08-08-2023,,0.0,neutral
2054,koie bulldozer chalte jalte,375,08-08-2023,nl,0.0,neutral
2057,different level corrupt war strategy expose maktoob medium manipur police commando misusing mosque kwakta bunker midst crossfire local happy,212,08-08-2023,en,-0.2023,negative
2058,swine fry,59,08-08-2023,en,0.0,neutral
2059,retire lt gen sukhdeep sangwan former dg ar propaganda ar side soo group kind weapon soo camp bolt action rifle rust weapon semiautomatic link pipedvideoyk 05pm89xvi,331,08-08-2023,en,-0.25,negative
2060,question pm modi pm modi visit manipur till date pm modi day speak manipur pm modi sack cm manipur till date congress mp,114,08-08-2023,it,0.0,neutral
2063,truth expose country proof lady red spray paint home gate month februarymarch event place,56,08-07-2023,en,0.1779,neutral
2065,chief minister manipur patron drug mafia shocking revelation former asp police violence manipur big conspiracy,4,08-06-2023,en,-0.8807,negative
2067,presence international medium ccpur 29th april,170,08-08-2023,en,0.0,neutral
2068,indian army apprehend meitei terrorist member sessionist outfit unlf arm report watch full report pipedvideocqeisuwfrg,481,21-06-2023,en,-0.6908,negative
2069,meitei manipuri stop term manipuri nonmeiteis tribals kukizo tribals manipuris,271,08-06-2023,lt,-0.296,negative
2072,meitei militant terrorist expose,12,08-08-2023,ro,-0.743,negative
2073,loksabhaમ manipur મદદ congressન mp gaurav gogoiએ pm modiન ઘરય,174,08-08-2023,sl,0.0,neutral
2074,kukis christian version rohingyas allow kukis migrate india nehru,242,08-08-2023,en,0.2263,neutral
2077,,0,08-08-2023,,0.0,neutral
2081,ரணவ வரரன மனவகக கட பதகபப இலல எனபத மகபபரய தலகனவ வசக தலவர தலதரமவளவன எமப,136,08-08-2023,ta,0.0,neutral
2082,manipur violence supreme court constitute committee,1,08-08-2023,fr,-0.128,negative
2083,koie bulldozer chalte jalte,376,08-08-2023,nl,0.0,neutral
2084,current situation manipur violence,245,30-07-2023,fr,-0.6249,negative
2086,kukis christian version rohingyas allow kukis migrate india nehru,243,08-08-2023,et,0.2263,neutral
2087,telangana bulldozer chalte jalte,117,08-08-2023,nl,0.0,neutral
2088,man marry wive wife wife sister rape chop,26,08-07-2023,en,-0.6908,negative
2089,france discuss manipur ethnic cleansing india godi medium channel cover incident vishwaguru fail address issue,1696,13-07-2023,en,-0.5423,negative
2090,reveal truth operate manipur qs continue long wrong succinctly explain effort state govt retrieve weapon ammo fact looting allow,424,08-08-2023,en,-0.2732,negative
2092,shocking democracy confidence motion speak issue abominable language minister parliament teach constitution want debate,52,08-08-2023,en,0.2263,neutral
2093,மணபபர மதலவர ரஜனம சயய வணடம தசயவத கஙகரஸ எமப சபரய சல,436,08-08-2023,ta,0.0,neutral
2094,prof bhagat oinam jnu tough armed force tackle security situation manipur absence afspa watch pipedvideowatchvwotnwmev,1,08-08-2023,en,0.2263,neutral
2095,cinnamon world find manipurkerala ghost chillipineappleginger high demand international market choose easy money poppy cultivation root,149,26-06-2023,en,0.0258,neutral
2098,strategic affair expert explain integrity assam rifle question time watch pipedvideowatchvwotnwmev,4,08-08-2023,en,0.3818,positive
2100,swine fry,60,08-08-2023,en,0.0,neutral
2101,சநதல பலஜ வழகக சப30ககள மடகக உததரவ சயதகள சல வரகளல dinamani,3,08-08-2023,ta,0.0,neutral
2102,மணபபர மதலவர ரஜனம சயய வணடம தசயவத கஙகரஸ எமப சபரய சல,437,08-08-2023,ta,0.0,neutral
2103,meitei militant police set bunker masjid local resident express dissatisfaction meiteis drag muslim community fight lose,1,08-08-2023,en,-0.8555,negative
2104,g tomba sharma churchandpur mandop leikai manipur krishna mandir totally detroye set ablaze july fbwatchmhspqjmklz,0,08-08-2023,en,0.0,neutral
2106,arambai tengol meitei leepun meitei state sponsor terrorist wear hold govt arm uniform kukizomi tribal safetyunion territory division protection zo,5,08-08-2023,en,-0.6908,negative
2107,presence international medium ccpur 29th april,172,08-08-2023,en,0.0,neutral
2109,defense strategic analyst major amit bansal succinctly explain continue long wrong succinctly explain effort state govt retrieve weapon,88,08-08-2023,en,-0.5859,negative
2111,imagine reaction community news reporter bhilege diphender sophisticate vyepun hey we ve locate weapon,2,08-08-2023,en,-0.296,negative
2112,opp party prioritizationthe bills parliament pass discussion forget role dutiesand representative mean 96day,272,08-07-2023,en,0.2023,neutral
2113,மணபபர நலவரம பறற பரதமர பச வணடமனகற எதரககடசகளன கரகக நறவறறபபடவலல ஆனல 20ககம மறபடட மசதககள பஜக அரச நறவறறயரககறத,19,08-08-2023,ta,0.0,neutral
2114,talk india make manipur congress mp parliament direct attack modi shah,0,08-08-2023,en,-0.4767,negative
2115,swine fry,61,08-08-2023,en,0.0,neutral
2118,மணபபர மககள பஜக அரசன மத நமபகக இழநதளளனர வசக தலவர தலதரமவளவன எமப,82,08-08-2023,ta,0.0,neutral
2120,long thread simple sit ac cabin give gyan tackle knowledge ground reality undisclosed story avert fresh flareup vi0ence,3423,08-07-2023,en,0.1531,neutral
2124,வவதததல ஒர சறநத உரயல கஙகரஸ எமப கரவ ககய பறற மடடம பசவலல அவர பரசசனகளயம மனனலபபடததனர மலயதத வரரகள பரடடம டலல கலவரம ஊழல கவட தவறன நரவகம பறற மகவம சறபபக பசனர,159,08-08-2023,ta,0.0,neutral
2125,ground report मणपर म हस क बद बढ जररतमद समन क दम दखए कस ह हलत pipedvideowatchvef 8zletx,22,08-07-2023,en,0.0,neutral
2126,untold story meitei victim torbung bishnupur manipur august,58,08-08-2023,en,-0.2732,negative
2129,ground report manipur क इस बरडर पर अभ भ बद ह गडय क आवजह दखए गरउड क हलत mailgooglecommailu,17,08-07-2023,en,0.0,neutral
2130,let conveniently ignore thousand looted gun turn attention locally make weapon side border they re terrify compare precious steal gun,15,08-07-2023,en,-0.8834,negative
2131,loksabhaમ manipur મદદ congressન mp gaurav gogoiએ pm modiન ઘરય,175,08-08-2023,sl,0.0,neutral
2133,fail manipur equivalent fail country manipur burn india burn congress mp gaurav gogoi heavily modi government gogoi throw series question pm modi house pm visit,6,08-08-2023,en,-0.7906,negative
2134,koie bulldozer chalte jalte,377,08-08-2023,nl,0.0,neutral
2135,gunfight kuki militant state force kwakta ward manipur august,51,08-08-2023,en,0.0,neutral
2136,coordinate committee manipur integrity urge separate admin arrangement manipur full implementation national register citizen indiatodayneinmanipurstor,81,08-07-2023,it,0.3818,positive
2137,vasavi kiro jharkhand protest delhi maam standing truth,210,08-07-2023,et,0.0772,neutral
2138,legendary singer taptas song yathi thangba reality,113,08-06-2023,en,0.0,neutral
2139,talk,2,08-07-2023,fi,0.0,neutral
2141,dr national law university explain accuse force bias watch pipedvideowatchvwotnwmev,0,08-08-2023,en,-0.296,negative
2142,militant agenda drag preplanne ethnic conflict believe medicine community claim kukis responsible,7,08-08-2023,en,-0.2263,negative
2143,presence international medium ccpur 29th april,173,08-08-2023,en,0.0,neutral
2144,kuki refugee allie love spread fake news mislead repeat due,85,08-08-2023,et,0.2732,neutral
2146,allege kuki militant zra insignia youth rally full combat dress churachandpur pose potential threat permissible openly carry sniper rifle public space india imply law order situation,146,07-07-2023,en,-0.7003,negative
2147,,6,08-08-2023,,0.0,neutral
2148,news canadian traveller น,5,21-07-2023,en,0.0,neutral
2150,attack torch village pangjangnchingphei sijang morning am die helpless,115,08-08-2023,en,-0.875,negative
2151,cm manipur silent nowadays,3,08-08-2023,en,0.0,neutral
2153,assam rifle withdraw bishnupur churachandpur follow hornbilltv late update,2,08-08-2023,en,0.0,neutral
2155,attack torch village pangjangnchingphei sijang morning am die helpless,116,08-08-2023,en,-0.875,negative
2156,ரணவ வரரன மனவகக கட பதகபப இலல எனபத மகபபரய தலகனவ வசக தலவர தலதரமவளவன எமப,138,08-08-2023,ta,0.0,neutral
2157,relate incident assam rifle trooper allegedly stop team manipur police enter village kwakta,0,08-08-2023,en,-0.296,negative
2158,reveal truth operate manipur qs continue long wrong succinctly explain effort state govt retrieve weapon ammo fact looting allow,425,08-08-2023,en,-0.2732,negative
2163,gunfight kuki militant state force kwakta ward manipur august,52,08-08-2023,en,0.0,neutral
2164,koie bulldozer chalte jalte,378,08-08-2023,de,0.0,neutral
2167,loot gun ammunition carry civilian front press shame union government responsible accountable today 95th day,195,08-08-2023,en,-0.4939,negative
2169,dedicate video meiteis find addicted posting reel status critical time turmoil contribution essential safeguard motherland,171,08-06-2023,en,-0.296,negative
2171,reveal truth operate manipur qs continue long wrong succinctly explain effort state govt retrieve weapon ammo fact looting allow,426,08-08-2023,en,-0.2732,negative
2173,highly welcome move supreme court india sense faith rule law genuinely restore,109,08-07-2023,en,0.9033,positive
2174,assam rifle discover provide support kuki militants assault meitei village meitei pangal village,5,08-07-2023,et,-0.2732,negative
2176,meiteis accuse tribal separatist antinational separatist meiteis burn indian flag antinational,325,08-07-2023,en,-0.2023,negative
2177,vote sadakchaap fake degree holder parliament,11,08-08-2023,nl,-0.4767,negative
2178,kukis christian version rohingyas allow kukis migrate india nehru,245,08-08-2023,et,0.2263,neutral
2180,case groupthink rely believe leader pramot singh chief wakeup dear meitei intellectual,29,08-07-2023,en,0.7096,positive
2182,uniform kwaktha mosque bunker shoot kukizo village nearby loot sophisticated gun ammunition agenda drag conflict,208,08-08-2023,en,-0.5267,negative
2183,different level corrupt war strategy expose maktoob medium manipur police commando misusing mosque kwakta bunker midst crossfire local happy,214,08-08-2023,en,-0.2023,negative
2187,இநதககளககம எதரனத பஜக அரச வசக தலவர தலதரமவளவன எமப,36,08-08-2023,ta,0.0,neutral
2188,reveal truth operate manipur qs continue long wrong succinctly explain effort state govt retrieve weapon ammo fact looting allow,427,08-08-2023,en,-0.2732,negative
2189,ரணவ வரரன மனவகக கட பதகபப இலல எனபத மகபபரய தலகனவ வசக தலவர தலதரமவளவன எமப,139,08-08-2023,ta,0.0,neutral
2191,indian youth congress hold protest centre issue include violence manipur inflation unemployment,108,08-08-2023,en,-0.8402,negative
2192,different level corrupt war strategy expose maktoob medium manipur police commando misusing mosque kwakta bunker midst crossfire local happy,215,08-08-2023,en,-0.2023,negative
2194,simple gun salute malnourished village defense volunteer sniper ak47 rifle preoccupy matter grant young individual unrestricted freedom move sniper rifle,59,08-07-2023,en,0.7096,positive
2195,పర సరకర మదద నదర ఎదక పరతపకష రషటరలల హస జరగత రషటరపత పలన తసకచచ కదరమ మణపర వషయల మనగ ఎదకద,74,08-08-2023,te,0.0,neutral
2196,manipur mayhem start 3rd,0,08-08-2023,id,0.0,neutral
2198,today sea punjab protest,350,08-06-2023,hr,-0.25,negative
2199,,0,08-08-2023,,0.0,neutral
2200,koie bulldozer chalte jalte,382,08-08-2023,nl,0.0,neutral
2203,youth congress worker protest delhi issue corruption disqualification rahul gandhi share detailed ground report,89,08-08-2023,en,0.0516,neutral
2205,reveal truth operate manipur qs continue long wrong succinctly explain effort state govt retrieve weapon ammo fact looting allow,428,08-08-2023,en,-0.2732,negative
2206,dress manipuri funeral ritual attire pongouphanek enaphi woman manipur placard yesterday let stand united manipur sitin protest indias capital,66,08-07-2023,en,-0.1779,negative
2207,மதஙகளல கல வழகககள உசச நதமனறததல தடககடம தகவலகள வளயடட மணபபர அரச மணபபர அரசம மட அரசம இதறக பறபபறற பதவ வலக வணடம,12,08-08-2023,ta,0.0,neutral
2208,koie bulldozer chalte jalte,0,08-08-2023,nl,0.0,neutral
2210,koie bulldozer chalte jalte,383,08-08-2023,nl,0.0,neutral
2211,,1,08-08-2023,,0.0,neutral
2213,ସଥବତରକ ଖୟଖଳ ଏନଡଏ ସପକଷର ବଜପ ଏଆଇଏଡଏମକ ଶବସନ ysrcp ବଜଡ ଭଟ ରହଛ,75,08-08-2023,,0.0,neutral
2214,remark solicitor general supreme court unclaimed dead body infiltrator highly unwarranted withdraw immediately toiinu 4hiza24gk,422,08-07-2023,en,-0.1779,negative
2215,,2,08-08-2023,,0.0,neutral
2217,reveal truth operate manipur qs continue long wrong succinctly explain effort state govt retrieve weapon ammo fact looting allow,429,08-08-2023,en,-0.2732,negative
2219,மணபபர மககள பஜக அரசன மத நமபகக இழநதளளனர வசக தலவர தலதரமவளவன எமப,83,08-08-2023,ta,0.0,neutral
2220,presence international medium ccpur 29th april,174,08-08-2023,en,0.0,neutral
2221,retire lt gen sukhdeep sangwan former dg ar propaganda ar side soo group kind weapon soo camp bolt action rifle rust weapon semiautomatic link pipedvideoyk 05pm89xvi,332,08-08-2023,en,-0.25,negative
2222,ரணவ வரரன மனவகக கட பதகபப இலல எனபத மகபபரய தலகனவ வசக தலவர தலதரமவளவன எமப,140,08-08-2023,ta,0.0,neutral
2223,record anglokuki war manipur mha ministry home affairs mha clear air anglokuki war linkspoknaphamin 3ffv,129,08-05-2023,en,-0.7351,negative
2224,question pm modi pm modi visit manipur till date pm modi day speak manipur pm modi sack cm manipur till date,5,08-08-2023,it,0.0,neutral
2225,shocking democracy confidence motion speak issue abominable language minister parliament teach constitution want debate,53,08-08-2023,en,0.2263,neutral
2226,manipur police charge checkpoint moirang lamkhal bishnupurkangvai road assam rifle deploy checkpoint civil police crpf charge naka,49,08-08-2023,en,0.0,neutral
2227,thestatesmancomeducationm,0,08-08-2023,en,0.0,neutral
2231,different level corrupt war strategy expose maktoob medium manipur police commando misusing mosque kwakta bunker midst crossfire local happy,217,08-08-2023,en,-0.2023,negative
2234,,0,08-08-2023,,0.0,neutral
2235,manipur cm patron drug mafia shocking expose former asp manipur police,1067,08-05-2023,en,-0.5106,negative
2237,shocking democracy confidence motion speak issue abominable language minister parliament teach constitution want debate,54,08-08-2023,en,0.2263,neutral
2238,வவதததல ஒர சறநத உரயல கஙகரஸ எமப கரவ ககய பறற மடடம பசவலல அவர பரசசனகளயம மனனலபபடததனர மலயதத வரரகள பரடடம டலல கலவரம ஊழல கவட தவறன நரவகம பறற மகவம சறபபக பசனர,160,08-08-2023,ta,0.0,neutral
2239,retire lt gen sukhdeep sangwan former dg ar propaganda ar side soo group kind weapon soo camp bolt action rifle rust weapon semiautomatic link pipedvideoyk 05pm89xvi,333,08-08-2023,en,-0.25,negative
2241,reveal truth operate manipur qs continue long wrong succinctly explain effort state govt retrieve weapon ammo fact looting allow,431,08-08-2023,en,-0.2732,negative
2244,,0,08-08-2023,,0.0,neutral
2246,reveal truth operate manipur qs continue long wrong succinctly explain effort state govt retrieve weapon ammo fact looting allow,432,08-08-2023,en,-0.2732,negative
2249,govt cm haryana prove fail secure life people टरसरकर यण ह,242,31-07-2023,en,-0.2732,negative
2251,மணபபர மதலவர ரஜனம சயய வணடம தசயவத கஙகரஸ எமப சபரய சல,439,08-08-2023,ta,0.0,neutral
2252,untold story meitei victim torbung bishnupur manipur august,59,08-08-2023,de,-0.2732,negative
2253,reveal truth operate manipur qs continue long wrong succinctly explain effort state govt retrieve weapon ammo fact looting allow,433,08-08-2023,en,-0.2732,negative
2254,unprecedented manipur police file paramilitary force happen bjps regime choose bjp expect chaos anarchy,65,08-08-2023,en,-0.5719,negative
2256,arambai tengol meitei leepun meitei state sponsor terrorist wear hold govt arm uniform kukizomi tribal safetyunion territory division protection zo,6,08-08-2023,en,-0.6908,negative
2257,kuki aggressively encroach sacred historically significant meitei territory torbung currently calculate scheme unfold brazenly plan burial illegal immigrant,176,08-07-2023,en,-0.6249,negative
2259,,0,08-08-2023,,0.0,neutral
2260,indian youth congress hold protest centre issue include violence manipur inflation unemployment,109,08-08-2023,en,-0.8402,negative
2261,,1,08-08-2023,,0.0,neutral
2262,ரணவ வரரன மனவகக கட பதகபப இலல எனபத மகபபரய தலகனவ வசக தலவர தலதரமவளவன எமப,143,08-08-2023,ta,0.0,neutral
2263,vasavi kiro jharkhand protest delhi maam standing truth,221,08-07-2023,et,0.0772,neutral
2264,remove afspa imphal valley loot police armoury force release kykl terrorist restrict op harass enable fire kill,113,08-07-2023,en,-0.9559,negative
2265,different level corrupt war strategy expose maktoob medium manipur police commando misusing mosque kwakta bunker midst crossfire local happy,218,08-08-2023,en,-0.2023,negative
2266,fire rocket mortar fire long range drone locate target movement state police force question,254,08-05-2023,fr,-0.5859,negative
2267,pay high tribute salpha song word talk,247,08-05-2023,en,-0.1027,negative
2268,jawab pradhanmantri ji pr chuppi todiye,0,08-08-2023,hr,0.0,neutral
2269,presence international medium ccpur 29th april,175,08-08-2023,en,0.0,neutral
2270,month burn hundred die pm speak word irresponsible modi ji instead save away right,416,08-07-2023,en,-0.5574,negative
2272,prime minister quiet,2,08-08-2023,fr,0.0,neutral
2274,opposition take political benefit manipur incident india alliance send delegation state naveent rana ask scathing question opposition lok sabha watch,109,08-08-2023,en,0.4588,positive
2275,talk india make manipur congress mp parliament direct attack modi shah,300,08-08-2023,en,-0.4767,negative
2276,presence international medium ccpur 29th april,176,08-08-2023,en,0.0,neutral
2277,act animal rape girl pretend care,0,08-08-2023,ro,-0.4404,negative
2278,मणपर सरकर कम पडत आह महणन सरवचच नययलयन तन मज नययमरतचय मधयमतन य रजयचय मदत करयवर लकष दणयच आदश दल आहत भजपचय नतयच तथकथत पतशह आत कठ आहत क अजन कणतय रजयत पकष फडयच बक रहल आहत,347,08-08-2023,mr,0.0,neutral
2279,shocking democracy confidence motion speak issue abominable language minister parliament teach constitution want debate,55,08-08-2023,en,0.2263,neutral
2281,expect fail cm take immense courage honesty sincerity protect criminal protect integrity land destroy remove jail complicity present,172,08-07-2023,en,0.4215,positive
2283,நடடல நடககம அநதகளகக பறபபறற பரதமர மட பதவ வலக வணடம நடளமனறததல தரமவளவன வலயறததல வவரம tinyurlcom 2vwpcjjv,73,08-08-2023,ta,0.0,neutral
2285,isko india bai india thah km km chara thah km km milke theh km km betia safe km km betia nir bastar,0,08-08-2023,id,0.4404,positive
2286,question pm modi pm modi visit manipur till date pm modi day speak manipur pm modi sack cm manipur till date congress mp,308,08-08-2023,it,0.0,neutral
2287,dear daughter avoid call kuki terr 0rists responsible terr 0rists emerge meitis month church burn support manipur long,437,08-05-2023,en,0.6597,positive
2288,retire lt gen sukhdeep sangwan former dg ar propaganda ar side soo group kind weapon soo camp bolt action rifle rust weapon semiautomatic link pipedvideoyk 05pm89xvi,334,08-08-2023,en,-0.25,negative
2289,wow happen kwakta incident,39,08-08-2023,nl,0.5859,positive
2290,attack torch village pangjangnchingphei sijang morning am die helpless,117,08-08-2023,en,-0.875,negative
2291,fight narcoterrorism,3,08-08-2023,en,-0.3818,negative
2292,aliens alien,0,08-08-2023,fr,0.0,neutral
2293,,0,08-08-2023,,0.0,neutral
2295,koie bulldozer chalte jalte,391,08-08-2023,nl,0.0,neutral
2296,talk india make manipur congress mp parliament direct attack modi shah,301,08-08-2023,en,-0.4767,negative
2297,shocking democracy confidence motion speak issue abominable language minister parliament teach constitution want debate,56,08-08-2023,en,0.2263,neutral
2298,loksabhaમ manipur મદદ congressન mp gaurav gogoiએ pm modiન ઘરય,176,08-08-2023,pt,0.0,neutral
2299,வவதததல ஒர சறநத உரயல கஙகரஸ எமப கரவ ககய பறற மடடம பசவலல அவர பரசசனகளயம மனனலபபடததனர மலயதத வரரகள பரடடம டலல கலவரம ஊழல கவட தவறன நரவகம பறற மகவம சறபபக பசனர,162,08-08-2023,ta,0.0,neutral
2300,pangal force flee appeal peace read ukhrultimescommeiteipanga,6,08-08-2023,ro,0.5423,positive
2301,defense strategic analyst major amit bansal succinctly explain continue long wrong succinctly explain effort state govt retrieve weapon,89,08-08-2023,en,-0.5859,negative
2302,wonder origin month long violence burn scooty tire kukis claim meiteis proof find create scene start attack meitei village evening,0,08-08-2023,en,-0.7269,negative
2305,question pm modi pm modi visit manipur till date pm modi day speak manipur pm modi sack cm manipur till date congress mp,309,08-08-2023,it,0.0,neutral
2306,debate initiate today rajya sabha confidence motion union council minister lead sh narendra modi file 26th july remarkable decision honble supreme court india,0,08-08-2023,en,0.8885,positive
2307,loot gun ammunition carry civilian front press shame union government responsible accountable today 95th day,196,08-08-2023,en,-0.4939,negative
2308,meiteis accuse tribal separatist antinational separatist meiteis burn indian flag antinational,327,08-07-2023,en,-0.2023,negative
2309,,9,08-08-2023,,0.0,neutral
2310,excellent thread current update request indians re pure unadulterated truth filter ghass phoo bias press feeding,11,08-08-2023,en,0.6808,positive
2311,மட மத நடட மககள நமபகக இழநதளளனர நடளமனறததல தரம அனல பறககம பசச,110,08-08-2023,ta,0.0,neutral
2312,,0,08-08-2023,,0.0,neutral
2313,different level corrupt war strategy expose maktoob medium manipur police commando misusing mosque kwakta bunker midst crossfire local happy,220,08-08-2023,en,-0.2023,negative
2314,supreme court monday pass slew direction relation manipur violence case restore sense faith rule law build sense confidence read rbgyius 1p,270,08-07-2023,fr,0.7783,positive
2316,video clip clear manifestation statesponsore meira paibiswomenfolk meira paibasmenfolk instigate day ago retire session judge noutuneshwari provoke meira paibis infiltrate,366,08-03-2023,en,-0.0258,neutral
2317,reveal truth operate manipur qs continue long wrong succinctly explain effort state govt retrieve weapon ammo fact looting allow,434,08-08-2023,en,-0.2732,negative
2318,shoot word cut eye kill hatefulness air ill rise maya angelou,2,08-08-2023,en,-0.9485,negative
2319,,1,08-08-2023,,0.0,neutral
2320,,0,08-08-2023,,0.0,neutral
2321,shocking democracy confidence motion speak issue abominable language minister parliament teach constitution want debate,57,08-08-2023,en,0.2263,neutral
2322,speak happen ed raid ajit pawar 70k cr scamor vapour,1,08-08-2023,en,0.0,neutral
2323,koie bulldozer chalte jalte,393,08-08-2023,nl,0.0,neutral
2324,police case file manipur ethnic violence include zero fir reveal police datum bnnnetworkbreakingnewscr,0,08-08-2023,en,-0.6249,negative
2326,relate incident assam rifle trooper allegedly stop team manipur police enter village kwakta nenowinnortheastnewsman,1,08-08-2023,en,-0.296,negative
2327,scanner reveal produce drug manipur india flood street drug kill innocent life read swarajyamagcompoliticsrev,228,08-03-2023,en,-0.5106,negative
2329,prove heavily fund wage war innocent meiteis,1,08-08-2023,en,-0.3612,negative
2330,world,0,08-08-2023,af,0.0,neutral
2331,ಪರಧನ ಮದಯವರಗ ಬದ ಪರಶನಗಳ,8,08-08-2023,kn,0.0,neutral
2332,confidence motion make speak tmc leader ripun bora indiatodayneinassamstory,0,08-08-2023,en,0.5106,positive
2333,cry pain indian soldier wife touch private part reach quit india movement शर नरनदर मद ज need,176,08-06-2023,en,-0.743,negative
2335,,4,08-08-2023,,0.0,neutral
2336,நடடல நடககம அநதகளகக பறபபறற பரதமர மட பதவ வலக வணடம நடளமனறததல தரமவளவன வலயறததல வவரம tinyurlcom 2vwpcjjv,74,08-08-2023,ta,0.0,neutral
2338,reveal truth operate manipur qs continue long wrong succinctly explain effort state govt retrieve weapon ammo fact looting allow,435,08-08-2023,en,-0.2732,negative
2340,talk india make manipur congress mp parliament direct attack modi shah,302,08-08-2023,en,-0.4767,negative
2342,debunk kuki lie lies lies coverup lie,6,08-08-2023,lv,-0.6808,negative
2343,koie bulldozer chalte jalte,396,08-08-2023,nl,0.0,neutral
2345,மணபபரல தறபத நலவம நலமகக பரதமர மட தலமயலன அரச பறபப கரள பரமசநதரன எமப dinakarancommanipurpmmodi,2,08-08-2023,ta,0.0,neutral
2346,reveal truth operate manipur qs continue long wrong succinctly explain effort state govt retrieve weapon ammo fact looting allow,436,08-08-2023,en,-0.2732,negative
2347,youth congress stage protest govt absoluteindianewscommain,46,08-08-2023,en,-0.25,negative
2349,,0,08-08-2023,,0.0,neutral
2350,community desperate drag muslim community police commando forcibly occupy masjid kwakta base draw fire tarnish blame kukizo damage,89,08-08-2023,en,-0.8807,negative
2351,watch language bjps cabinet minister qualified future pm candidate imagine time ago tmc mp indiscipline seek discussion रतछडआदलन,40,08-08-2023,en,0.0,neutral
2352,gun sleep hit mortarfamilie recount love kill past hrs ongoing sensitive borderstate newslaundrycom g,25,08-06-2023,en,-0.4404,negative
2354,presence international medium ccpur 29th april,177,08-08-2023,en,0.0,neutral
2355,listen arundhati roy belove india r murdr justifid appr 0ved video credit,27,08-08-2023,en,0.3818,positive
2357,manufacture violence internet access shut manipur manage inform medium house,1,08-08-2023,en,-0.6249,negative
2358,innocent brainwash militant blame meiteis international medium receive huge amount meiteis pay,0,08-08-2023,en,0.2263,neutral
2359,shocking evidence preplanne 3rd incident terrorism,0,08-07-2023,en,-0.8074,negative
2360,different level corrupt war strategy expose maktoob medium manipur police commando misusing mosque kwakta bunker midst crossfire local happy,221,08-08-2023,en,-0.2023,negative
2361,opposition take political benefit manipur incident india alliance send delegation state naveent rana ask scathing question opposition lok sabha watch,110,08-08-2023,en,0.4588,positive
2362,fail manipur equivalent fail country manipur burn india burn congress mp gaurav gogoi heavily modi government gogoi throw series question pm modi house pm visit,5,08-08-2023,en,-0.7906,negative
2363,,1,08-08-2023,,0.0,neutral
2364,india bloc move noconfidence motion centre aim break modis silence manipur newsmeterintopstoriesind,0,08-08-2023,en,0.0,neutral
2365,,0,08-08-2023,,0.0,neutral
2366,prime minister modi responsibility country,0,08-08-2023,it,0.0,neutral
2368,continue violence bring farmer different district punjab sunday protest failure government control violence lead woman,3,08-08-2023,en,-0.926,negative
2369,state police file assam rifle charge stop lawbound duty news detail,2,08-08-2023,en,-0.296,negative
2370,zombie churachandpur dream kukiland daily dose poppy,95,08-06-2023,en,0.25,neutral
2371,dalit christian community observe satewide bandh protest atrocity woman amid ethnic violence news 9livecomindiapunjabs,0,08-08-2023,en,-0.7269,negative
2372,talk india make manipur congress mp parliament direct attack modi shah,303,08-08-2023,en,-0.4767,negative
2373,continue violence manipur bring farmer district punjab sunday august stage protest allege failure government control violence write thewireinrightspunjabfar,116,08-08-2023,en,-0.926,negative
2374,talk india make manipur congress mp parliament direct attack modi shah,304,08-08-2023,en,-0.4767,negative
